50, 0.007370, 0.006663, 0.003691, 0.004105, 0.003628, 0.003272, 0.003443, 0.002866, 0.002281, 0.002687, 0.001851, 0.002995, 0.007034, 0.142048, 0.003996, 0.003906
100, 0.038128, 0.037532, 0.020081, 0.006491, 0.008963, 0.008560, 0.009360, 0.007824, 0.006550, 0.007642, 0.006547, 0.007664, 0.007144, 0.031605, 0.008956, 0.005917
500, 0.965123, 0.946325, 0.488836, 0.043583, 0.062481, 0.056439, 0.052962, 0.054253, 0.046401, 0.059801, 0.049269, 0.055586, 0.046494, 0.873155, 0.068886, 0.045756
1000, 3.845350, 3.968842, 1.377374, 0.117729, 0.129740, 0.105300, 0.095768, 0.105135, 0.095407, 0.113509, 0.093788, 0.106001, 0.099198, 0.340010, 0.147866, 0.100215
5000, 73.732267, 60.714624, 30.401785, 0.706882, 0.716885, 0.592669, 0.604813, 0.639800, 0.584339, 0.672330, 0.639390, 0.452618, 0.483746, 1.363777, 0.741691, 0.525776
10000, 298.319254, 240.953286, 122.721937, 0.956765, 1.144798, 1.164632, 1.108289, 1.287394, 1.202846, 1.483296, 1.319410, 0.970853, 0.995107, 3.080349, 1.771716, 1.126619
100000, 30120.584409, 24383.273647, 12451.223271, 19.520738, 15.758614, 15.505603, 14.791758, 17.406607, 32.461989, 25.164700, 22.951103, 13.559176, 13.933374, 44.303199, 19.148385, 11.151875
